"ExhTitle","StartDate","EndDate","DisplayName","Nationality","ExhibitionLength","StartYear","count","LifetimeExhibitionLength","Rank","movement","Movement"
"Gifts of Drawing","1979-08-09","1979-11-13","Juan Gris","Spanish",96,1979,2,6003,22," Cubism "," Cubism "
"Collage: Selections from the Permanent Collection","1988-11-03","1989-02-28","Juan Gris","Spanish",117,1988,1,6003,22," Cubism "," Cubism "
"The Cubist Imprint","1989-08-18","1989-11-07","Juan Gris","Spanish",81,1989,1,6003,22," Cubism "," Cubism "
"Selections from the Permanent Collection: Painting and Sculpture","1984-05-17",NA,"Juan Gris","Spanish",NA,1984,2,6003,22," Cubism "," Cubism "
"Drawings Acquisitions","1987-01-24","1987-06-14","Juan Gris","Spanish",141,1987,2,6003,22," Cubism "," Cubism "
"Modern Masters from European and American Collections","1940-01-26","1940-03-24","Juan Gris","Spanish",58,1940,3,6003,22," Cubism "," Cubism "
"Drawings, Watercolors, Collages: New Acquisitions","1959-07-15","1959-10-15","Juan Gris","Spanish",92,1959,1,6003,22," Cubism "," Cubism "
"Summer Exhibition: Painting and Sculpture from the Museum Collection and on Loan","1937-06-23","1937-11-04","Juan Gris","Spanish",134,1937,1,6003,22," Cubism "," Cubism "
"Painting, Sculpture, Prints","1939-05-10","1939-09-30","Juan Gris","Spanish",143,1939,1,6003,22," Cubism "," Cubism "
"Paintings from Private Collections","1955-05-31","1955-09-07","Juan Gris","Spanish",99,1955,1,6003,22," Cubism "," Cubism "
"Juan Gris","1958-04-08","1958-06-01","Juan Gris","Spanish",54,1958,2,6003,22," Cubism "," Cubism "
"Works from the Museum Collection","1952-08-12","1952-09-21","Juan Gris","Spanish",40,1952,1,6003,22," Cubism "," Cubism "
"XXVth Anniversary Exhibition: Paintings from the Museum Collection","1954-10-19","1955-02-06","Juan Gris","Spanish",110,1954,1,6003,22," Cubism "," Cubism "
"Seurat to Matisse: Drawing in France","1974-06-13","1974-09-08","Lyonel Feininger","American",87,1974,2,5159,41," Cubism "," Cubism "
"Seurat to Matisse: Drawing in France","1974-06-13","1974-09-08","Lyonel Feininger","American",87,1974,2,5159,41," Expressionism "," Expressionism "
"Points of View","1975-03-07","1975-06-08","Lyonel Feininger","American",93,1975,1,5159,41," Cubism "," Cubism "
"Points of View","1975-03-07","1975-06-08","Lyonel Feininger","American",93,1975,1,5159,41," Expressionism "," Expressionism "
"New Acquisitions: Lachaise Torso; Prints","1934-07-11","1934-09-13","Lyonel Feininger","American",64,1934,1,5159,41," Cubism "," Cubism "
"New Acquisitions: Lachaise Torso; Prints","1934-07-11","1934-09-13","Lyonel Feininger","American",64,1934,1,5159,41," Expressionism "," Expressionism "
"Cubism and Abstract Art","1936-03-02","1936-04-19","Lyonel Feininger","American",48,1936,1,5159,41," Cubism "," Cubism "
"Cubism and Abstract Art","1936-03-02","1936-04-19","Lyonel Feininger","American",48,1936,1,5159,41," Expressionism "," Expressionism "
"Three Centuries of American Art","1938-05-24","1938-07-31","Lyonel Feininger","American",68,1938,1,5159,41," Cubism "," Cubism "
"Three Centuries of American Art","1938-05-24","1938-07-31","Lyonel Feininger","American",68,1938,1,5159,41," Expressionism "," Expressionism "
"Painting, Sculpture, Prints","1939-05-10","1939-09-30","Lyonel Feininger","American",143,1939,1,5159,41," Cubism "," Cubism "
"Painting, Sculpture, Prints","1939-05-10","1939-09-30","Lyonel Feininger","American",143,1939,1,5159,41," Expressionism "," Expressionism "
"Abstract Painting; Shapes of Things","1941-07-15","1941-07-28","Lyonel Feininger","American",13,1941,2,5159,41," Cubism "," Cubism "
"Abstract Painting; Shapes of Things","1941-07-15","1941-07-28","Lyonel Feininger","American",13,1941,2,5159,41," Expressionism "," Expressionism "
"New Acquisitions: American Painting and Sculpture","1942-08-26","1942-09-27","Lyonel Feininger","American",32,1942,1,5159,41," Cubism "," Cubism "
"New Acquisitions: American Painting and Sculpture","1942-08-26","1942-09-27","Lyonel Feininger","American",32,1942,1,5159,41," Expressionism "," Expressionism "
"Romantic Painting in America","1943-11-17","1944-02-06","Lyonel Feininger","American",81,1943,1,5159,41," Cubism "," Cubism "
"Romantic Painting in America","1943-11-17","1944-02-06","Lyonel Feininger","American",81,1943,1,5159,41," Expressionism "," Expressionism "
"New Acquisitions: 12 American Paintings","1944-01-19","1944-03-26","Lyonel Feininger","American",67,1944,4,5159,41," Cubism "," Cubism "
"New Acquisitions: 12 American Paintings","1944-01-19","1944-03-26","Lyonel Feininger","American",67,1944,4,5159,41," Expressionism "," Expressionism "
"Paintings by 19 Living Americans","1929-12-12","1930-01-12","Lyonel Feininger","American",31,1929,1,5159,41," Cubism "," Cubism "
"Paintings by 19 Living Americans","1929-12-12","1930-01-12","Lyonel Feininger","American",31,1929,1,5159,41," Expressionism "," Expressionism "
"Works from the Museum Collection","1952-08-12","1952-09-21","Lyonel Feininger","American",40,1952,1,5159,41," Cubism "," Cubism "
"Works from the Museum Collection","1952-08-12","1952-09-21","Lyonel Feininger","American",40,1952,1,5159,41," Expressionism "," Expressionism "
"American Prints of the 20th Century","1954-09-08","1954-11-28","Lyonel Feininger","American",81,1954,2,5159,41," Cubism "," Cubism "
"American Prints of the 20th Century","1954-09-08","1954-11-28","Lyonel Feininger","American",81,1954,2,5159,41," Expressionism "," Expressionism "
"Paintings from Private Collections","1955-05-31","1955-09-07","Lyonel Feininger","American",99,1955,2,5159,41," Cubism "," Cubism "
"Paintings from Private Collections","1955-05-31","1955-09-07","Lyonel Feininger","American",99,1955,2,5159,41," Expressionism "," Expressionism "
"German Art of the 20th Century","1957-10-02","1957-12-01","Lyonel Feininger","American",60,1957,1,5159,41," Cubism "," Cubism "
"German Art of the 20th Century","1957-10-02","1957-12-01","Lyonel Feininger","American",60,1957,1,5159,41," Expressionism "," Expressionism "
"50 Selections from the Collection of Mr. and Mrs. Walter Bareiss","1958-04-23","1958-05-18","Lyonel Feininger","American",25,1958,1,5159,41," Cubism "," Cubism "
"50 Selections from the Collection of Mr. and Mrs. Walter Bareiss","1958-04-23","1958-05-18","Lyonel Feininger","American",25,1958,1,5159,41," Expressionism "," Expressionism "
"American Acquisitions: Recent Additions of Prints to the Museum Collection","1959-04-02","1959-05-31","Lyonel Feininger","American",59,1959,1,5159,41," Cubism "," Cubism "
"American Acquisitions: Recent Additions of Prints to the Museum Collection","1959-04-02","1959-05-31","Lyonel Feininger","American",59,1959,1,5159,41," Expressionism "," Expressionism "
"Art Lending Service Retrospective","1960-01-27","1960-03-20","Lyonel Feininger","American",53,1960,2,5159,41," Cubism "," Cubism "
"Art Lending Service Retrospective","1960-01-27","1960-03-20","Lyonel Feininger","American",53,1960,2,5159,41," Expressionism "," Expressionism "
"The Intimate World of Lyonel Feininger","1963-01-16","1963-03-10","Lyonel Feininger","American",53,1963,2,5159,41," Cubism "," Cubism "
"The Intimate World of Lyonel Feininger","1963-01-16","1963-03-10","Lyonel Feininger","American",53,1963,2,5159,41," Expressionism "," Expressionism "
"Painting and Sculpture from the Museum Collection","1964-05-27",NA,"Lyonel Feininger","American",NA,1964,2,5159,41," Cubism "," Cubism "
"Painting and Sculpture from the Museum Collection","1964-05-27",NA,"Lyonel Feininger","American",NA,1964,2,5159,41," Expressionism "," Expressionism "
"44 Drawings: Recent Acquisitions","1965-09-06","1966-01-23","Lyonel Feininger","American",139,1965,1,5159,41," Cubism "," Cubism "
"44 Drawings: Recent Acquisitions","1965-09-06","1966-01-23","Lyonel Feininger","American",139,1965,1,5159,41," Expressionism "," Expressionism "
"Drawings from the Museum Collection","1966-10-31","1967-05-08","Lyonel Feininger","American",189,1966,1,5159,41," Cubism "," Cubism "
"Drawings from the Museum Collection","1966-10-31","1967-05-08","Lyonel Feininger","American",189,1966,1,5159,41," Expressionism "," Expressionism "
"Drawings: Recent Acquisitions","1967-06-26","1967-11-22","Lyonel Feininger","American",149,1967,2,5159,41," Cubism "," Cubism "
"Drawings: Recent Acquisitions","1967-06-26","1967-11-22","Lyonel Feininger","American",149,1967,2,5159,41," Expressionism "," Expressionism "
"Manhattan Observed","1968-03-22","1968-07-01","Lyonel Feininger","American",101,1968,2,5159,41," Cubism "," Cubism "
"Manhattan Observed","1968-03-22","1968-07-01","Lyonel Feininger","American",101,1968,2,5159,41," Expressionism "," Expressionism "
"Twentieth-Century Art from the Nelson Aldrich Rockefeller Collection","1969-05-28","1969-09-01","Lyonel Feininger","American",96,1969,2,5159,41," Cubism "," Cubism "
"Twentieth-Century Art from the Nelson Aldrich Rockefeller Collection","1969-05-28","1969-09-01","Lyonel Feininger","American",96,1969,2,5159,41," Expressionism "," Expressionism "
"Summer Show","1971-07-06","1971-09-15","Lyonel Feininger","American",71,1971,1,5159,41," Cubism "," Cubism "
"Summer Show","1971-07-06","1971-09-15","Lyonel Feininger","American",71,1971,1,5159,41," Expressionism "," Expressionism "
"Prints for Collectors","1972-06-26","1972-09-15","Lyonel Feininger","American",81,1972,2,5159,41," Cubism "," Cubism "
"Prints for Collectors","1972-06-26","1972-09-15","Lyonel Feininger","American",81,1972,2,5159,41," Expressionism "," Expressionism "
"Published in Germany, 1923","1973-10-12","1974-02-02","Lyonel Feininger","American",113,1973,1,5159,41," Cubism "," Cubism "
"Published in Germany, 1923","1973-10-12","1974-02-02","Lyonel Feininger","American",113,1973,1,5159,41," Expressionism "," Expressionism "
"Cubism and Its Affinities","1976-02-09","1976-05-09","Lyonel Feininger","American",90,1976,3,5159,41," Cubism "," Cubism "
"Cubism and Its Affinities","1976-02-09","1976-05-09","Lyonel Feininger","American",90,1976,3,5159,41," Expressionism "," Expressionism "
"A Treasury of Modern Drawing: The Joan and Lester Avnet Collection","1978-04-28","1978-07-04","Lyonel Feininger","American",67,1978,1,5159,41," Cubism "," Cubism "
"A Treasury of Modern Drawing: The Joan and Lester Avnet Collection","1978-04-28","1978-07-04","Lyonel Feininger","American",67,1978,1,5159,41," Expressionism "," Expressionism "
"Views over America","1979-06-04","1979-07-30","Lyonel Feininger","American",56,1979,2,5159,41," Cubism "," Cubism "
"Views over America","1979-06-04","1979-07-30","Lyonel Feininger","American",56,1979,2,5159,41," Expressionism "," Expressionism "
"Prints from Blocks: Gauguin to Now","1983-03-03","1983-05-15","Lyonel Feininger","American",73,1983,2,5159,41," Cubism "," Cubism "
"Prints from Blocks: Gauguin to Now","1983-03-03","1983-05-15","Lyonel Feininger","American",73,1983,2,5159,41," Expressionism "," Expressionism "
"Selections from the Permanent Collection: Prints and Illustrated Books","1984-05-17",NA,"Lyonel Feininger","American",NA,1984,1,5159,41," Cubism "," Cubism "
"Selections from the Permanent Collection: Prints and Illustrated Books","1984-05-17",NA,"Lyonel Feininger","American",NA,1984,1,5159,41," Expressionism "," Expressionism "
"The Expressionist Idiom","1985-05-06","1985-12-18","Lyonel Feininger","American",226,1985,2,5159,41," Cubism "," Cubism "
"The Expressionist Idiom","1985-05-06","1985-12-18","Lyonel Feininger","American",226,1985,2,5159,41," Expressionism "," Expressionism "
"The Cubist Imprint","1989-08-18","1989-11-07","Lyonel Feininger","American",81,1989,2,5159,41," Cubism "," Cubism "
"The Cubist Imprint","1989-08-18","1989-11-07","Lyonel Feininger","American",81,1989,2,5159,41," Expressionism "," Expressionism "
"On Being a Cartoonist","1946-10-15","1946-11-24","Lyonel Feininger","American",40,1946,1,5159,41," Cubism "," Cubism "
"On Being a Cartoonist","1946-10-15","1946-11-24","Lyonel Feininger","American",40,1946,1,5159,41," Expressionism "," Expressionism "
"American Paintings from the Museum Collection","1948-12-23","1949-03-13","Lyonel Feininger","American",80,1948,1,5159,41," Cubism "," Cubism "
"American Paintings from the Museum Collection","1948-12-23","1949-03-13","Lyonel Feininger","American",80,1948,1,5159,41," Expressionism "," Expressionism "
"Master Prints from the Museum Collection","1949-05-10","1949-07-10","Lyonel Feininger","American",61,1949,2,5159,41," Cubism "," Cubism "
"Master Prints from the Museum Collection","1949-05-10","1949-07-10","Lyonel Feininger","American",61,1949,2,5159,41," Expressionism "," Expressionism "
"Recent Acquisitions","1945-02-15","1945-03-18","Lyonel Feininger","American",31,1945,2,5159,41," Cubism "," Cubism "
"Recent Acquisitions","1945-02-15","1945-03-18","Lyonel Feininger","American",31,1945,2,5159,41," Expressionism "," Expressionism "
"Abstract Painting and Sculpture in America","1951-01-23","1951-03-25","Lyonel Feininger","American",61,1951,1,5159,41," Cubism "," Cubism "
"Abstract Painting and Sculpture in America","1951-01-23","1951-03-25","Lyonel Feininger","American",61,1951,1,5159,41," Expressionism "," Expressionism "
"Seurat to Matisse: Drawing in France","1974-06-13","1974-09-08","Man Ray","American",87,1974,1,5707,29," Dada "," Dada "
"Seurat to Matisse: Drawing in France","1974-06-13","1974-09-08","Man Ray","American",87,1974,1,5707,29," Surrealism "," Surrealism "
"Technics and Creativity: Selections from Gemini G.E.L.","1971-05-05","1971-07-06","Man Ray","American",62,1971,4,5707,29," Dada "," Dada "
"Technics and Creativity: Selections from Gemini G.E.L.","1971-05-05","1971-07-06","Man Ray","American",62,1971,4,5707,29," Surrealism "," Surrealism "
"Drawn in America","1972-03-01","1972-05-29","Man Ray","American",89,1972,3,5707,29," Dada "," Dada "
"Drawn in America","1972-03-01","1972-05-29","Man Ray","American",89,1972,3,5707,29," Surrealism "," Surrealism "
"Cubism and Abstract Art","1936-03-02","1936-04-19","Man Ray","American",48,1936,2,5707,29," Dada "," Dada "
"Cubism and Abstract Art","1936-03-02","1936-04-19","Man Ray","American",48,1936,2,5707,29," Surrealism "," Surrealism "
"Photography 1839–1937","1937-03-17","1937-04-18","Man Ray","American",32,1937,1,5707,29," Dada "," Dada "
"Photography 1839–1937","1937-03-17","1937-04-18","Man Ray","American",32,1937,1,5707,29," Surrealism "," Surrealism "
"Three Centuries of American Art","1938-05-24","1938-07-31","Man Ray","American",68,1938,1,5707,29," Dada "," Dada "
"Three Centuries of American Art","1938-05-24","1938-07-31","Man Ray","American",68,1938,1,5707,29," Surrealism "," Surrealism "
"Works on Paper","1973-03-07","1973-06-04","Man Ray","American",89,1973,2,5707,29," Dada "," Dada "
"Works on Paper","1973-03-07","1973-06-04","Man Ray","American",89,1973,2,5707,29," Surrealism "," Surrealism "
"Sixty Photographs: A Survey of Camera Esthetics","1940-12-31","1941-01-12","Man Ray","American",12,1940,1,5707,29," Dada "," Dada "
"Sixty Photographs: A Survey of Camera Esthetics","1940-12-31","1941-01-12","Man Ray","American",12,1940,1,5707,29," Surrealism "," Surrealism "
"New Acquisitions: Fantastic Art, Dada, Surrealism","1941-07-23","1941-09-29","Man Ray","American",68,1941,1,5707,29," Dada "," Dada "
"New Acquisitions: Fantastic Art, Dada, Surrealism","1941-07-23","1941-09-29","Man Ray","American",68,1941,1,5707,29," Surrealism "," Surrealism "
"New Acquisitions: Photographs","1942-01-13","1942-02-25","Man Ray","American",43,1942,3,5707,29," Dada "," Dada "
"New Acquisitions: Photographs","1942-01-13","1942-02-25","Man Ray","American",43,1942,3,5707,29," Surrealism "," Surrealism "
"Painting, Sculpture, Prints","1939-05-10","1939-09-30","Man Ray","American",143,1939,2,5707,29," Dada "," Dada "
"Painting, Sculpture, Prints","1939-05-10","1939-09-30","Man Ray","American",143,1939,2,5707,29," Surrealism "," Surrealism "
"Drawings in the Collection of The Museum of Modern Art","1947-04-15","1947-06-01","Man Ray","American",47,1947,1,5707,29," Dada "," Dada "
"Drawings in the Collection of The Museum of Modern Art","1947-04-15","1947-06-01","Man Ray","American",47,1947,1,5707,29," Surrealism "," Surrealism "
"50 Photographs by 50 Photographers","1948-07-27","1948-09-26","Man Ray","American",61,1948,2,5707,29," Dada "," Dada "
"50 Photographs by 50 Photographers","1948-07-27","1948-09-26","Man Ray","American",61,1948,2,5707,29," Surrealism "," Surrealism "
"Posters from the Bernard Davis Collection","1950-05-24","1950-07-25","Man Ray","American",62,1950,1,5707,29," Dada "," Dada "
"Posters from the Bernard Davis Collection","1950-05-24","1950-07-25","Man Ray","American",62,1950,1,5707,29," Surrealism "," Surrealism "
"Abstract Painting and Sculpture in America","1951-01-23","1951-03-25","Man Ray","American",61,1951,3,5707,29," Dada "," Dada "
"Abstract Painting and Sculpture in America","1951-01-23","1951-03-25","Man Ray","American",61,1951,3,5707,29," Surrealism "," Surrealism "
"Then and Now","1952-08-05","1952-08-18","Man Ray","American",13,1952,2,5707,29," Dada "," Dada "
"Then and Now","1952-08-05","1952-08-18","Man Ray","American",13,1952,2,5707,29," Surrealism "," Surrealism "
"Summer Exhibition: New Acquisitions; Recent American Prints, 1947–1953; Katherine S. Dreier Bequest; Kuniyoshi and Spencer; Expressionism in Germany; Varieties of Realism","1953-06-23","1953-10-04","Man Ray","American",103,1953,2,5707,29," Dada "," Dada "
